ENTITY_ID;NAME;TYPE;SITE;CANTON;MAX_WATER_VOLUME_M3_S;MAX_POWER_MW;START_OF_OPERATION_FIRST;START_OF_OPERATION_LAST;LATITUDE;LONGITUDE;STATUS;WATERBODIES;IMAGE_URL
300200;Realp;L;Realp;UR;0.2;0.89;1914;2008;46.59934;8.50229707;im Normalbetrieb;Lochbergbach;
300250;Kraftwerk Realp II;L;Realp;UR;2.4;2.69;2017;-1;46.58806617;8.49568133;im Bau;Muttenreuss, Witenwasserenreuss;
300300;Oberalp;L;Andermatt;UR;0.8;2.7;1961;2002;46.6329526;8.60678612;im Normalbetrieb;Oberalpreuss, Oberalpsee;
300400;Göschenen (Göscheneralp);S;Göschenen;UR;30.0;160.0;1962;1962;46.66735745;8.58531379;im Normalbetrieb;Alperreuss, Chelenreuss, Furkareuss, Göscheneralpsee, Lochbergbach, Stokbach;
300500;Göschenen (Andermatt);L;Göschenen;UR;12.0;32.5;1961;1961;46.66735745;8.58531379;im Normalbetrieb;Reuss;
300600;Göschenen (Unterdorf);L;Göschenen;UR;2.25;1.47;1969;1969;46.66781375;8.58467005;im Normalbetrieb;Göschenerreuss;
300700;Wassen;L;Pfaffensprung;UR;26.0;56.0;1949;1992;46.71559616;8.61014476;im Normalbetrieb;Göschenerreuss, Gotthardreuss, Meienreuss, Rohrbach;
300750;Amsteg;L;Wassen, Pfaffensprung;UR;4.0;0.72;1998;1998;46.71513704;8.6110504;im Normalbetrieb;Reuss;
300825;Stäubenwald;L;Gurtnellen;UR;0.5;0.31;2007;-1;46.72817588;8.62036121;im Normalbetrieb;Gornerbach;
300875;Kraftwerk Bristen;L;Bristen;UR;2.6;4.2;2016;-1;46.76651644;8.71101766;im Normalbetrieb;Chärstelenbach;
300900;Amsteg;L;Amsteg;UR;50.0;120.0;1923;1998;46.76675458;8.67292311;im Normalbetrieb;Chärstelenbach, Etzlibach, Fellibach, Reuss;
300950;Amsteg;L;Amsteg;UR;46.0;1.73;1998;1998;46.77506751;8.66957787;im Normalbetrieb;Chärstelenbach, Etzlibach, Fellibach, Reuss;
301000;Arniberg;L;Amsteg;UR;1.8;13.0;1910;1969;46.7689894;8.66590389;im Normalbetrieb;Arnibach, Arnisee, Intschialpbach, Leitschachbach;
301100;Bocki 2;L;Erstfeld, Ripshusen;UR;0.83;7.0;1963;1997;46.84095883;8.63214543;im Normalbetrieb;Bockibach;
301200;Bocki 1;L;Erstfeld, Ripshusen;UR;0.5;1.7;1931;1997;46.84095883;8.63214543;im Normalbetrieb;Bockibach;
301250;Äsch;L;Unterschächen;UR;1.0;0.5;1996;1996;46.86523131;8.81028653;im Normalbetrieb;Vorderer Schächen;
301300;Schächental;L;Unterschächen;UR;0.7;2.2;1962;2005;46.86326314;8.76354127;im Normalbetrieb;Friterenbach, Hinterer Mühlebach, Lehmatt, Vorderer Mühlebach;
301400;Bürglen (Unterschächen);L;Bürglen;UR;5.75;23.5;1967;1967;46.87652445;8.66337152;im Normalbetrieb;Friterenbach, Hinterer Mühlebach, Lehmatt, Schächen, Sulztalbach, Vorderer Mühlebach;
301500;Bürglen (Loreto);L;Bürglen;UR;2.4;1.5;1895;1967;46.87652445;8.66337152;im Normalbetrieb;Schächen (Restwasser);
301550;Bannwald;L;Altdorf;UR;0.16;0.3;2002;2002;46.88682344;8.64234841;im Normalbetrieb;Quellen Bannwald;
301600;Kleintal (Isenthal);L;Isenthal;UR;0.8;1.18;1959;2009;46.91003813;8.56226519;im Normalbetrieb;Chlitaler Bach;
301650;Seedorf (Trinkw. Chuchibachq.);L;Seedorf;UR;0.14;0.38;2012;-1;46.89920272;8.5934071;im Normalbetrieb;Quelle Chuchibach;
301700;Isenthal (Bolzbach);L;Seedorf;UR;3.8;12.0;1955;2009;46.89920272;8.5934071;im Normalbetrieb;Isitaler Bach;
301800;Ruosalp;L;Bisisthal, Sahli;SZ;2.0;4.5;1962;1962;46.9176146;8.84549854;im Normalbetrieb;Gwalpetenbach, Muota, Ruosalperbach, Spitzbach;
301900;Glattalp;L;Bisisthal, Sahli;SZ;1.5;9.0;1970;1970;46.9176146;8.84549854;im Normalbetrieb;Bäche vom Schafpferchboden, Glattalpsee;
302000;Bisisthal;L;Bisisthal;SZ;5.0;15.0;1956;1962;46.94661752;8.82799742;im Normalbetrieb;Hochweidbach, Muota;
302100;Muota;L;Muotathal;SZ;7.5;8.5;1960;1960;46.97100096;8.78249639;im Normalbetrieb;Muota;
302200;Hüribach;L;Muotathal;SZ;1.0;4.5;1960;1960;46.97100096;8.78249639;im Normalbetrieb;Hüribach;
302300;Wernisberg;L;Ibach;SZ;30.0;19.8;1966;1966;46.99621443;8.65124411;im Normalbetrieb;Muota;
302400;Ibach;L;Ibach;SZ;5.0;0.32;1859;2004;47.00714302;8.64715106;im Normalbetrieb;Muota;
302500;Ingenbohl;L;Brunnen;SZ;14.0;0.57;1885;1989;47.00462935;8.61198203;im Normalbetrieb;Muota, Seewern;
302550;Kleinwasserkraftwerk Steineraa;L;Steinen, Müliacher;SZ;1.25;2.1;2016;-1;47.05381479;8.61424282;im Normalbetrieb;Steiner Aa;
302600;Sustli;L;Beckenried;NW;0.51;1.56;1957;1998;46.9637717;8.4833638;im Normalbetrieb;Lanzigquelle, Lielibach, Mühlebach;
302700;Tagenstal;L;Engelberg, Stalden;OW;0.32;1.15;1941;1941;46.80559966;8.44557711;im Normalbetrieb;Tagenstalquellen, Tätschbach;
302800;Trüebsee;S;Engelberg;OW;1.55;8.4;1967;1967;46.81649519;8.39192219;im Normalbetrieb;Trüebsee;
302900;Arni, Engelberg;L;Engelberg;OW;1.0;3.0;1966;1966;46.81941817;8.3866009;im Normalbetrieb;Arnibach, Trüebenbach, Wangbach;
303000;Obermatt;L;Grafenort;OW;11.0;29.7;1905;1963;46.84210391;8.37375877;im Normalbetrieb;Arnibach, Engelberger Aa, Erlenbach, Eugenibach, Grundwasser, Schuemettlenbach;
303100;Obermatt (Nebenkraftwerk);L;Grafenort;OW;11.0;1.8;1963;1963;46.8429327;8.37141326;im Normalbetrieb;Arnibach, Engelberger Aa, Erlenbach, Eugenibach, Grundwasser, Schuemettlenbach;
303200;Dallenwil;L;Wolfenschiessen;NW;13.8;17.0;1962;1987;46.91165871;8.39360926;im Normalbetrieb;Chaltibach, Engelberger Aa, Fallenbach, Gerbibach, Gerlibach, Luterseebach;
303250;Buoholzbach Wolfenschiessen;L;Wolfenschiessen, Flüglisloo;NW;0.62;2.0;2013;-1;46.92708548;8.39913579;im Normalbetrieb;Buoholzbach;
303300;Bannalp;S;Oberrickenbach;NW;1.0;6.8;1937;1991;46.88029867;8.42126022;im Normalbetrieb;Bannalpbach, Bannalpsee;
303400;Wolfenschiessen;L;Wolfenschiessen;NW;2.6;6.6;1945;1983;46.90119756;8.39670473;im Normalbetrieb;Secklisbach;
303500;Buochs;L;Buochs;NW;8.0;0.3;1888;1934;46.96516811;8.38470512;stillgelegt;Engelberger Aa;
303550;Schild;L;Lungern;OW;0.22;1.2;2003;2003;46.77980894;8.15569286;im Normalbetrieb;Dorfbach, Eibach;
303600;Kaiserstuhl;S;Kaiserstuhl;OW;10.0;9.0;1933;1933;46.81352209;8.17317559;stillgelegt;Kleine Melchaa, Melchaa;
303650;Unteraa - Melchaa;S;Giswil;OW;13.0;12.0;2013;2013;46.82143009;8.17446288;im Normalbetrieb;Kleine Melchaa, Melchaa;
303700;Unteraa - Lungerersee;S;Giswil;OW;32.0;54.0;1921;1994;46.82143009;8.17446288;im Normalbetrieb;Lungerersee;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Maschinensaal_KW_Lungernsee_1927.jpg/300px-Maschinensaal_KW_Lungernsee_1927.jpg
303750;Obflue, Sachseln;L;Sachseln, Obflue;OW;0.04;0.31;2005;-1;46.85704588;8.22950291;im Normalbetrieb;Mettentalquellen;
303800;Melchsee-Frutt;S;Kerns, Stöckalp;OW;2.0;14.0;1960;1960;46.79964103;8.28145288;im Normalbetrieb;Blauseebach, Henglibach, Melchsee, Tannalpbäche, Tannensee;
303900;Wisserlen;L;Kerns, Wisserlen;OW;0.24;1.0;1905;1997;46.9102687;8.29644486;im Normalbetrieb;Schwarzegg-Quelle;
304000;Eichi;L;Alpnach, Eichibrücke;OW;12.0;2.2;1957;1957;46.94073832;8.28786848;im Normalbetrieb;Sarner Aa;
304100;Rotzloch;L;Stansstad, Rotzloch;NW;0.6;0.3;1872;1935;46.96487839;8.33108734;im Normalbetrieb;Melbach;
304150;Mühlenplatz;L;Luzern;LU;58.0;0.83;1998;1998;47.05172929;8.30199763;im Normalbetrieb;Reuss;
304200;Wolhusen (Geistlich);L;Wolhusen;LU;4.0;0.3;1906;2003;47.05499601;8.07763576;im Normalbetrieb;Kleine Emme;
304225;Malters-Ettisbühl;L;Malters;LU;16.0;0.87;2011;2011;47.03828113;8.16559479;im Normalbetrieb;Kleine Emme;
304250;Stollen;L;Kriens/Obernau;LU;0.35;0.64;1999;1999;47.03375712;8.23723884;im Normalbetrieb;Quellwasser Eigenthal;
304300;Thorenberg;L;Littau;LU;7.0;0.75;1886;2000;47.05257202;8.24804827;im Normalbetrieb;Kleine Emme;
304400;Emmenweid;L;Emmenbrücke;LU;12.0;1.08;1931;2003;47.06703357;8.26366984;im Normalbetrieb;Kleine Emme;
304500;Rathausen;L;Emmen;LU;45.0;2.0;1896;1980;47.08177102;8.31433348;im Normalbetrieb;Reuss;
304600;Perlen 1 (WTA HF);L;Perlen, Buchrain;LU;45.0;0.96;1873;1981;47.10715964;8.3576996;im Normalbetrieb;Reuss;
304700;Perlen 2 (WTA PF);L;Perlen, Root;LU;45.0;1.09;1875;2000;47.11112339;8.36817683;im Normalbetrieb;Reuss;
304750;Innere Spinnerei;L;Unterägeri;ZG;2.5;0.45;1908;1981;47.14032517;8.5725033;im Normalbetrieb;Ägerisee, Lorze;
304770;WKW Neuägeri, Gmde Menzingen;L;Neuägeri, Gmde Menzingen;ZG;2.6;0.33;2015;-1;47.15283253;8.56300984;im Normalbetrieb;Lorze (Ausleitkanal);
304800;Lorzentobel 2;L;Lorzentobel, Nidfuren;ZG;2.9;1.7;1898;1943;47.17201656;8.56064264;im Normalbetrieb;Lorze;
304900;Lorzentobel 1;L;Lorzentobel;ZG;3.2;1.2;1891;2005;47.18034991;8.55474826;im Normalbetrieb;Lorze;
305000;Lorzentobel 3;L;Baar;ZG;2.5;1.9;1854;2005;47.19570069;8.53936351;im Normalbetrieb;Lorze;
305100;Untermühle;L;Friesencham, Cham;ZG;12.0;0.57;1897;2010;47.196489;8.44330147;im Normalbetrieb;Lorze;
305200;Hagendorn;L;Hagendorn;ZG;12.0;0.55;1893;2010;47.2016661;8.43759127;im Normalbetrieb;Lorze;
305300;Bremgarten-Zufikon;L;Bremgarten;AG;200.0;19.5;1975;1975;47.34365103;8.34562846;im Normalbetrieb;Reuss;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Zufikon_Maschinenhaus.JPG/220px-Zufikon_Maschinenhaus.JPG
305350;Bruggmühle;L;Bremgarten;AG;30.0;0.54;1998;1998;47.3497276;8.33924654;im Normalbetrieb;Reuss;
305400;Windisch;L;Windisch;AG;55.0;2.01;1830;1976;47.48121325;8.23095114;im Normalbetrieb;Reuss;
400050;Limmern;U;Linthal, Ochsenstafel;GL;200.0;500.0;2016;2016;46.84895277;9.01247516;im Normalbetrieb;Limmernsee, Muttsee;
400100;Muttsee;S;Linthal, Ochsenstafel;GL;0.9;4.0;1965;1965;46.84642916;9.01279476;im Normalbetrieb;Muttsee;
400200;Tierfehd (Limmern);S;Linthal, Tierfehd;GL;30.0;255.0;1964;1964;46.87611143;8.98702898;im Normalbetrieb;Biffertenbäche, Fätschbach, Limmernbach, Limmernsee, Oberstafelbach, Quellbach;
400250;Tierfehd (Umwälzwerk);P;Linthal, Tierfehd;GL;15.3;140.0;2010;-1;46.87874617;8.98513668;im Normalbetrieb;Limmernbach, Limmernsee, Tierfehd (Ausgleichsbecken);
400300;Tierfehd (Hintersand);L;Linthal, Tierfehd;GL;10.0;40.0;1964;1968;46.87611143;8.98702898;im Normalbetrieb;Bifertenbach, Bodenbach, Durnagelbach, Fisetenbach, Furbach, Jetzbach;
400400;Linthal;S;Linthal;GL;32.0;33.5;1964;1964;46.91550667;8.98790121;im Normalbetrieb;Fätschbach, Limmernsee, Linth;
400500;Fätschbach;L;Linthal;GL;3.0;14.5;1950;1950;46.91550667;8.98790121;im Normalbetrieb;Fätschbach;
400600;Linthkraft (Stiftung);L;Linthal;GL;5.0;0.4;1900;2004;46.92007111;8.99630539;im Normalbetrieb;Linth;
400700;Linthwerk;L;Linthal;GL;15.0;1.6;1877;2012;46.92605027;8.99989317;im Normalbetrieb;Linth;
400800;Brummbach, Linthal;L;Linthal, Stachelberg;GL;0.7;2.44;1921;2010;46.92763686;9.0023032;im Normalbetrieb;Brummbach;
400850;Brummbach, Braunwald;L;Braunwald;GL;0.7;1.0;2014;-1;46.93860449;8.98305027;im Normalbetrieb;Brummbach;
400900;Rüti;L;Rüti;GL;4.0;0.32;1901;1983;46.93276145;9.0091508;stillgelegt;Linth;
400910;Kraftwerk Cotlan;L;Rüti, Gmde Glarus Süd;GL;15.0;2.44;2017;-1;46.93354564;9.01101255;im Bau;Linth;
400950;Diesbach (Linth);L;Diesbach;GL;12.0;0.88;1945;1997;46.95112426;9.02808201;im Normalbetrieb;Linth;
401000;Hefti;L;Hätzingen;GL;8.0;0.88;1850;2007;46.96463138;9.04017831;im Normalbetrieb;Linth;
401100;Luchsingen;L;Luchsingen;GL;0.84;3.3;1940;1976;46.96604636;9.0354892;im Normalbetrieb;Baechibach;
401150;Leuggelbach;L;Leuggelbach;GL;0.2;1.0;1930;1993;46.97739797;9.04726325;im Normalbetrieb;Vorbach;
401200;Haslen;L;Haslen;GL;10.56;0.88;1848;2012;46.98387156;9.06034124;im Normalbetrieb;Linth;
401225;Schwanden (F.Blumer);L;Schwanden;GL;21.5;0.85;1828;1999;46.99379095;9.07773522;im Normalbetrieb;Linth;
401250;Empächli;L;Elm;GL;0.1;0.32;1995;1995;46.92233986;9.15841969;im Normalbetrieb;Quelle Pleus, Steinibach;
401300;Krauchbachwerk;L;Matt;GL;0.8;0.6;1902;1999;46.95614985;9.15976517;im Normalbetrieb;Krauchbach;
401325;Engi, Hinterdorf (Sernf);L;Engi (Glarus Süd);GL;7.0;0.53;2012;-1;46.97442345;9.15916794;im Normalbetrieb;Sernf;
401350;Engi;L;Engi, Vorderdorf (Glarus Süd);GL;1.1;3.75;2009;-1;46.98503977;9.15319737;im Normalbetrieb;Mühlebach;
401400;Sernf;L;Schwanden;GL;8.8;16.5;1931;2003;46.99572561;9.08713077;im Normalbetrieb;Sernf;
401500;Niederenbach;S;Schwanden;GL;3.6;33.5;1931;2004;46.99572561;9.08713077;im Normalbetrieb;Garichtisee, Niederenbach;
401600;Schwanden (Gemeinde);L;Schwanden;GL;0.56;1.8;1899;2005;46.99563757;9.08699657;im Normalbetrieb;Niederenbach;
401700;Schwanden (SNE);L;Schwanden;GL;5.0;0.4;1908;2000;46.99472189;9.08184005;im Normalbetrieb;Sernf;
401750;Mitlödi (Föhnen/Sool);L;Mitlödi;GL;13.0;4.0;2018;-1;47.00944616;9.08400091;im Bau;Niederenbach, Sernf;
401760;Mitlödi (Seidendruckerei);L;Mitlödi (Glarus Süd);GL;22.0;0.82;2016;-1;47.0114171;9.0845875;im Normalbetrieb;Linth;
401775;Mühlefuhr;L;Ennenda;GL;22.0;0.82;1920;2010;47.02655949;9.08268379;im Normalbetrieb;Linth;
401780;Holenstein Wehrkraftw. Glarus;L;Mitlödi, Gmde. Glarus Süd;GL;18.5;0.55;2016;-1;47.03050179;9.07754124;im Normalbetrieb;Linth;
401790;Walzmühle 2;L;Ennenda, Alpenbrüggli;GL;10.0;0.32;2011;2011;47.04936288;9.06719239;im Normalbetrieb;Linth;
401800;Elggiskraft, Netstal;L;Netstal;GL;20.0;0.8;1912;1983;47.06376251;9.0605199;im Normalbetrieb;Linth;
401900;Am Löntsch;S;Netstal;GL;20.0;60.0;1908;1975;47.05663554;9.04911421;im Normalbetrieb;Klöntaler-See, Löntsch;
402000;Linthkraft, Netstal;L;Netstal;GL;35.0;1.4;1923;1960;47.0737467;9.06069035;im Normalbetrieb;Linth;
402100;Mels (Tobel);L;Mels;SG;2.8;0.95;1906;1995;47.03825403;9.39272052;im Normalbetrieb;Seez;
402200;Mels (KW Stoffel);L;Mels, Steigs;SG;2.34;3.4;1931;1989;47.04326188;9.41554326;im Normalbetrieb;Seez;
402370;Kraftwerk Mädems-Parmort;L;Mels;SG;0.5;1.76;2018;-1;47.05029689;9.3669621;im Bau;Cholschlagerbach, Mädems Quellen;
402400;Plons;L;Plons, Gmde. Mels;SG;1.2;4.3;1948;2002;47.05405589;9.40001102;im Normalbetrieb;Chapfensee, Cholschlagerbach, Lutzbach, Röllbach, Schmelzibach;
402500;Flums (Pravizin 1 (Bruggwiti));L;Flums;SG;1.87;5.4;1901;1988;47.08655758;9.33454362;im Normalbetrieb;Schilsbach;
402600;Flums (Pravizin 2 (Äuli));L;Flums;SG;0.4;0.75;1943;1943;47.08628781;9.33453408;im Normalbetrieb;Schilsbach;
402675;Röllbach, Flums;L;Flums, Rüfi;SG;0.18;0.34;1890;1963;47.08230842;9.35204408;im Normalbetrieb;Röllbach;
402700;Flums (Felsen);L;Flums;SG;1.25;1.45;1866;1993;47.08808262;9.34026227;im Normalbetrieb;Schilsbach;
402710;Kraftwerk Berschnerbach AG;L;Walenstadt;SG;1.0;3.14;2019;-1;47.10546434;9.36091001;im Bau;Berschnerbach;
402725;Flums (Neues Sägengüetli);L;Flums;SG;1.0;1.29;1974;1974;47.08862652;9.3400181;im Normalbetrieb;Schilsbach;
402750;Töbeli;L;Töbeli;SG;0.13;0.5;1895;1992;47.12489432;9.32865083;im Normalbetrieb;Brunnenquellen, Cafentisquellen, Katzenzipfelquellen, Vogelrütiquellen;
402800;Talbach;L;Mols, Tal;SG;0.15;0.75;1954;1954;47.11053936;9.27055187;im Normalbetrieb;Talbach-Quellen;
402900;Oberterzen;L;Oberterzen;SG;0.21;1.16;1927;1927;47.1005453;9.25966892;im Normalbetrieb;Quellen im Recket;
403000;Murg (Merlen);S;Murgtal, Merlen;SG;0.75;0.4;1950;1950;47.07290067;9.1976232;im Normalbetrieb;Murgbach, Ober-Murgsee;
403100;Murg (Plätz 1);S;Murgtal, Unter Plätz;SG;0.18;0.5;1935;1935;47.0944992;9.20900389;stillgelegt;Gsponbach, Murgbach;
403150;Murg (Plätz);L;Murgtal, Unter Plätz;SG;2.0;6.4;1994;2003;47.09244711;9.20788213;im Normalbetrieb;Murgbach;
403200;Murg (Plätz 2);S;Murgtal, Unter Plätz;SG;0.7;2.2;1959;1959;47.0944992;9.20900389;stillgelegt;Murgbach;
403300;Murg (Gödis);L;Murg, unterhalb Gödis;SG;2.0;2.8;1909;1990;47.10844645;9.21473619;im Normalbetrieb;Murgbach;
403400;Murg (Säge);L;Murg;SG;2.4;2.32;1836;1990;47.11350294;9.2193849;im Normalbetrieb;Murgbach;
403500;Muslen;L;Amden, Muslen;SG;1.0;1.58;1908;1982;47.1380735;9.13555261;im Normalbetrieb;Muslenbach, Sellbach;
403600;Rütiberg (Obersee);L;Rütiberg / Näfels;GL;0.8;0.93;1961;2007;47.09359762;9.0373149;im Normalbetrieb;Auenbach, Obersee, Sulzbach;
403700;Rütiberg (Brändbach);L;Rütiberg / Näfels;GL;0.38;0.8;1977;1977;47.09359762;9.0373149;im Normalbetrieb;Brändbach;
403800;Risi;L;Näfels;GL;1.4;4.2;1925;2011;47.0946756;9.05671304;im Normalbetrieb;Auenbach, Brändbach, Obersee, Rütibergquelle, Sulzbach;
403900;Niederurnen;L;Niederurnen;GL;0.65;2.1;1903;1980;47.12357939;9.04216438;im Normalbetrieb;Bachbordquelle, Chriesbaumbrunnenquelle, Niederurner Dorfbach;
404000;Ziegelbrücke;L;Ziegelbrücke;GL;10.0;0.58;1837;2011;47.13318498;9.06288672;im Normalbetrieb;Chli Linthli, Dorfbach, Erlenkanal, Mühlebach, Rautibach;
404050;Uznaberg, Uznach;L;Uznach;SG;0.94;0.46;2015;-1;47.23115754;8.96429728;im Normalbetrieb;Ranzach;
404100;Wägital (Rempen);U;Vorderthal, Rempen;SZ;30.0;60.0;1926;2012;47.13837008;8.89757655;im Normalbetrieb;Wägitalersee;
404200;Wägital (Siebnen);S;Siebnen;SZ;32.0;48.0;1926;1984;47.17162513;8.90006642;im Normalbetrieb;Trepsenbach, Wägitaler Aa, Wägitalersee;
404250;Spreitenbach, Galgenen Kistler;L;Galgenen, Vorauen;SZ;0.3;0.3;1863;1985;47.18097332;8.85757056;im Normalbetrieb;Spreitenbach;
404300;Pilgersteg;L;Rüti;ZH;1.5;0.56;1920;2013;47.26886468;8.87219678;im Normalbetrieb;Jona;
404400;Etzelwerk;U;Altendorf;SZ;34.0;121.0;1937;1992;47.19410979;8.81291413;im Normalbetrieb;Minster, Sihl, Sihlsee;
404500;Bäch;L;Bäch;SZ;0.5;0.3;1957;1957;47.20033996;8.72529913;im Normalbetrieb;Krebsbach;
404600;Feusisberg;L;Schindellegi;SZ;3.5;0.7;1869;1989;47.17357981;8.71291435;im Normalbetrieb;Sihl;
404700;Sihl-Höfe;L;Wollerau;SZ;4.0;1.4;1961;1961;47.17733213;8.68239509;im Normalbetrieb;Sihl;
404800;Waldhalde;L;Schönenberg;ZH;4.5;2.7;1895;1967;47.1791616;8.62847535;im Normalbetrieb;Alp, Biber, Sihl, Teufenbachweier;
404900;Manegg;L;Zürich;ZH;4.9;0.63;1860;1981;47.33872328;8.52087693;im Normalbetrieb;Sihl;
405000;Letten;L;Zürich;ZH;100.0;4.26;1877;2004;47.3870096;8.53232058;im Normalbetrieb;Limmat, Zürichsee;
405100;Höngg;L;Zürich;ZH;50.0;1.3;1898;1988;47.4014663;8.48651286;im Normalbetrieb;Limmat;
405200;Dietikon;L;Dietikon;ZH;100.0;2.7;1933;1933;47.41033685;8.40797968;im Normalbetrieb;Limmat;
405250;Wettingen-Dotieranlage;L;Wettingen;AG;12.0;1.9;2007;2007;47.45636335;8.32142289;im Normalbetrieb;Limmat;
405300;Wettingen;L;Wettingen;AG;133.0;24.0;1933;1964;47.45708688;8.32090441;im Normalbetrieb;Limmat;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Wettingen_Staumauer_8334.jpg/1280px-Wettingen_Staumauer_8334.jpg
405350;Aue-Dotierzentrale;L;Baden;AG;14.0;0.5;2013;-1;47.46851501;8.30835975;im Normalbetrieb;Limmat;
405400;Aue;L;Baden;AG;117.0;5.0;1909;2014;47.47038467;8.31091066;im Normalbetrieb;Limmat;
405500;Kappelerhof;L;Baden, Chappelerhof;AG;140.0;6.6;1892;2006;47.48455094;8.29283215;im Normalbetrieb;Limmat;
405550;Schiffmühle - Dotierzentrale;L;Untersiggenthal, Schiffmüli;AG;14.0;0.38;2013;2013;47.48741793;8.26965693;im Normalbetrieb;Limmat;
405600;Schiffmühle;L;Untersiggenthal, Schiffmüli;AG;95.0;2.6;1896;2013;47.48871119;8.26490008;im Normalbetrieb;Limmat;
405650;Turgi;L;Turgi;AG;35.0;0.9;1902;1986;47.49607394;8.25399914;im Normalbetrieb;Limmat;
405700;BAG Turgi;L;Turgi;AG;24.8;0.88;1861;2000;47.498147;8.24049358;im Normalbetrieb;Limmat;
405800;Stroppel, Untersiggenthal;L;Untersiggenthal;AG;33.0;0.71;1864;2010;47.5027355;8.24029727;im Normalbetrieb;Limmat;
409975;Rufi, Hätzingen;L;Hätzingen;GL;20.0;1.06;2016;-1;46.9588974;9.03199145;im Normalbetrieb;Linth;
500100;Aegina;S;Ulrichen, Altstafel;VS;2.8;9.2;1967;1967;46.46816845;8.36952256;im Normalbetrieb;Griessee;
500125;Gletsch-Oberwald;L;Oberwald, St. Niklaus;VS;5.7;14.01;2017;-1;46.541027;8.35982368;im Bau;Rotten;
500150;KW Ulrichen;L;Ulrichen, zum Loch;VS;1.1;2.35;2014;-1;46.50312023;8.31853088;im Normalbetrieb;Ägene;
500200;Merezenbach;L;Münster, Moos ;VS;0.5;1.89;1959;1959;46.48570919;8.27735272;im Normalbetrieb;Merezenbach;
500225;Kraftwerk Niderbach;L;Wiler, Münster-Geschinen;VS;0.15;0.8;2016;-1;46.50278999;8.29103608;im Normalbetrieb;Niderbach;
500250;Blinne;L;Reckingen;VS;1.6;1.9;1990;2012;46.46528283;8.25334203;im Normalbetrieb;Blinne;
500275;Kraftwerk Walibach;L;Grafschaft;VS;0.53;3.64;2013;-1;46.45214631;8.21513833;im Normalbetrieb;Walibach;
500300;Rappental;L;Rappental;VS;2.0;1.1;1965;2003;46.39454869;8.17816904;im Normalbetrieb;Binna, Feldbach;
500400;Neubrigg;L;Neubrigg;VS;4.5;25.0;1965;2003;46.39617595;8.13424328;im Normalbetrieb;Binna, Feldbach, Mühlebach;
500500;Fieschertal;L;Fieschertal;VS;15.0;64.0;1975;1999;46.42609012;8.14113147;im Normalbetrieb;Wysswasser;
500550;Fiesch;L;Fiesch;VS;10.0;2.8;2012;2012;46.39644661;8.13411673;im Normalbetrieb;Wysswasser;
500600;Ernen;L;Niederernen;VS;13.0;32.0;1954;1954;46.39116325;8.13014873;im Normalbetrieb;Binna, Rhône;
500700;Saflisch;L;Heiligkreuz, Längtal;VS;0.5;1.2;1969;2005;46.34285152;8.17356873;im Normalbetrieb;Saflischbach;
500800;Heiligkreuz;L;Heiligkreuz;VS;7.1;41.0;1971;1989;46.34760887;8.17519196;im Normalbetrieb;Fleschbach, Gischibach, Kriegalpwasser, Kummenwasser, Rämibach, Saflischbach;
500900;Aletsch;L;Mörel;VS;7.0;35.3;1951;1965;46.35396959;8.04275797;im Normalbetrieb;Massa;
501000;Mörel;L;Mörel;VS;22.0;45.0;1943;1943;46.35217536;8.04182861;im Normalbetrieb;Rhône;
501100;Massaboden;L;Bitsch;VS;20.0;7.2;1899;1959;46.33299234;8.01135592;im Normalbetrieb;Rhône;
501200;Bitsch;S;Bitsch, Biel;VS;55.0;331.0;1969;1980;46.33364099;8.00759647;im Normalbetrieb;Gebidemsee, Massa;
501300;Kelchbach;L;Naters;VS;0.36;0.36;1900;1924;46.32843425;7.98715407;stillgelegt;Kelchbach;
501312;Wässerwasserkraftwerk Mund;L;Mund, In de Fäldu (Gem.Naters);VS;0.41;1.44;2015;-1;46.31423396;7.94572646;im Normalbetrieb;Tränkewasser u. Abschlagwasser aus Mundbach, Wasserwässer;
501350;Bortel-Oberstufe;U;Ried-Brig;VS;0.6;2.35;1990;1990;46.2934459;8.0881566;im Normalbetrieb;Bortelsee;
501360;TWKW Nessel u. Mittubäch;L;Ried-Brig;VS;0.17;0.55;2013;2015;46.28929378;8.02478093;im Normalbetrieb;Quelle Mittubäch, Quelle Nessel;
501375;Bortel-Mittelstufe;S;Ried-Brig;VS;1.0;5.0;1990;1990;46.2977375;8.06082279;im Normalbetrieb;Bortelsee, Ganterbach, Schiessbach, Steinubach;
501400;Ganterbach-Saltina;L;Brig-Glis;VS;1.5;6.7;1942;1980;46.30442163;8.00417559;im Normalbetrieb;Ganterbach, Taferbach;
501410;Wässerwasserkraftwerk Mund;L;Badhalte, Brig-Glis;VS;0.41;1.44;2015;-1;46.30472596;7.93953713;im Normalbetrieb;Tränkewasser u. Abschlagwasser aus Mundbach, Wasserwässer;
501450;Rosswald-Gärsterna;L;Ried-Brig;VS;0.07;0.45;1995;1995;46.31623311;8.03402959;im Normalbetrieb;Quelle Chessibrunni;
