ENTITY_ID;NAME;TYPE;SITE;CANTON;MAX_WATER_VOLUME_M3_S;MAX_POWER_MW;START_OF_OPERATION_FIRST;START_OF_OPERATION_LAST;LATITUDE;LONGITUDE;STATUS;WATERBODIES;IMAGE_URL
501500;Zermeiggern;U;Saas Almagell, Zermeiggern;VS;19.0;74.0;1966;1966;46.08236485;7.9565013;im Normalbetrieb;Allalinbach, Almagellerbach, Furggbach, Hohlaubbach, Mattmarksee, Saaser Vispa;
501600;Zermeiggern;U;Saas Almagell, Zermeiggern;VS;0.0;0.0;1987;1987;46.08415974;7.95742326;im Normalbetrieb;Feevispa, Riedbach, Saaser Vispa, Schweibbach;
501700;Saas-Fee;L;Saas-Fee, Wichulti;VS;1.0;1.5;1960;1960;46.11627682;7.93690245;im Normalbetrieb;Feevispa;
501800;Stalden;S;Stalden;VS;20.0;180.0;1965;1965;46.23021585;7.85718874;im Normalbetrieb;Feevispa, Riedbach, Saaser Vispa, Schweibbach;
501825;Mossjesee Kraftwerk;L;Mossjesee, Zermatt;VS;0.2;0.43;2015;-1;46.01008702;7.77881789;im Normalbetrieb;Findelbach;
501850;Mutt;L;Zermatt;VS;4.0;12.0;2002;2002;46.0114608;7.73854577;im Normalbetrieb;Furggbach, Gornera, Triftbach, Zmuttbach;
501900;Triftbach;L;Zermatt, Alterhaupt;VS;1.3;2.1;1930;1946;50.46196378;-1.01379654;stillgelegt;96000;Gornera, Triftbach, Zmuttbach;
502000;Wiesti;L;Zermatt;VS;0.8;3.3;1949;1990;46.02437609;7.75256318;im Normalbetrieb;Findelbach;
502050;Täschbach;L;Täsch;VS;0.4;1.6;1992;1992;46.06720155;7.78111196;im Normalbetrieb;Täschbach;
502070;KW Jungbach;L;St. Niklaus;VS;0.55;4.7;2015;-1;46.18758162;7.80375731;im Normalbetrieb;Jungbach;
502071;KW Siwibach (Eisten, VS);L;Eisten, VS;VS;0.15;1.0;2014;-1;46.17971755;7.91106327;im Normalbetrieb;Mattwaldbach;
502090;Törbel (Gappil);L;Törbel, Gappil;VS;0.08;0.5;2010;2010;46.23474491;7.84866766;im Normalbetrieb;Quelle Walkerhalde, Quelle Zwischbach;
502200;Ackersand 1;L;Stalden, Ackersand;VS;4.5;27.0;1909;1999;46.23977436;7.87489413;im Normalbetrieb;Gamsa, Saaser Vispa;
502300;Ackersand 2;L;Stalden, Ackersand;VS;15.0;63.0;1959;1959;46.24022663;7.87424952;im Normalbetrieb;Jungbach, Mattervispa;
502310;Kraftwerk Heidadorf;L;Vispenterminen, Chrizji;VS;0.65;2.95;2018;-1;46.26694232;7.89742224;im Bau;Gamsa, Tunnelwasser (Chrizji);
502315;Kraftwerk Heidadorf;L;Vispenterminen, Stundhüs;VS;0.6;2.25;2018;-1;46.26700891;7.88068999;im Bau;Gamsa, Tunnelwasser (Chrizji);
502350;Baltschieder;L;Baltschieder;VS;0.07;0.3;1994;1994;46.30752459;7.87167307;im Normalbetrieb;Quellen Baltschiedertal;
502375;Kalter Brunnen;L;Tscherggen;VS;0.07;0.46;2000;2000;46.31240104;7.81614912;im Normalbetrieb;Quelle Kalter Brunnen;
502390;Ginals;L;Unterbäch;VS;0.38;1.27;2010;-1;46.26591331;7.78158372;im Normalbetrieb;Milibach;
502395;KWKW Bachtoli;L;Eischoll;VS;0.18;0.99;2014;-1;46.2926382;7.77902696;im Normalbetrieb;Gorpatbach;
502400;Unterbäch;L;Unterbäch;VS;0.22;0.85;1966;1995;46.28574472;7.79740912;im Normalbetrieb;Milibach;
502410;Turtig;L;Raron;VS;0.25;1.06;2007;-1;46.30122846;7.79387705;im Normalbetrieb;Milibach;
502415;Chriz;L;Niedergesteln, Turtig;VS;0.13;0.62;2009;2011;46.30177751;7.79089538;im Normalbetrieb;Durfrüs, Gorpatbach, Sagubach;
502420;Niedergesteln;L;Niedergesteln;VS;0.08;0.33;2008;-1;46.32805568;7.78742964;im Normalbetrieb;Kühmattbodenquellen;
502430;Niedergesteln;L;Niedergesteln;VS;0.08;0.58;2008;2008;46.31420616;7.78617241;im Normalbetrieb;Kühmattbodenquellen;
502440;Fafleralp;L;Blatten;VS;0.55;1.2;2012;2012;46.42969303;7.84571714;im Normalbetrieb;Uistre Talbach;
502450;Blatten;L;Blatten;VS;0.22;0.45;1915;1994;46.42293844;7.8221213;im Normalbetrieb;Gisentella;
502475;Wiler;L;Wiler (Lötschen);VS;0.4;1.4;2010;2010;46.40694166;7.78949697;im Normalbetrieb;Milibach;
502480;KWKW Dornbach;L;Ferden;VS;0.15;0.99;2013;-1;46.391205;7.75702345;im Normalbetrieb;Dornbach;
502500;Lötschen;L;Steg-Hohtenn;VS;22.0;122.0;1976;2008;46.31972438;7.74427049;im Normalbetrieb;Ferden (Ausgleichsbecken), Lonza;
502550;Oberems (Borterbach);L;Oberems;VS;0.2;0.75;2009;2009;46.24802784;7.70937712;im Normalbetrieb;Borterbach;
502600;Illsee;U;Oberems;VS;1.12;7.3;1926;1942;46.28324817;7.68879249;im Normalbetrieb;Illsee, Meretschisee, Turtmannbach;
502700;Illsee;U;Oberems, Meretschialp;VS;0.0;0.0;1926;1955;46.26082704;7.65587651;im Normalbetrieb;Meretschisee;
502800;Turtmann;S;Turtmann, Müllacheren;VS;3.9;21.5;1925;1954;46.29539844;7.68599324;im Normalbetrieb;Turtmannbach;
502900;Dala;L;Dalaloch, Leuk-Stadt;VS;2.4;12.3;1909;2014;46.31872598;7.62377927;im Normalbetrieb;Dala;
503000;Chippis-Rhône;L;Chippis;VS;62.0;46.4;1911;1998;46.28194295;7.54749353;im Normalbetrieb;Rhône;
503100;Lona;L;Grimentz-Lona, Val de Moiry;VS;0.4;1.0;1961;1961;46.15519688;7.54581673;im Normalbetrieb;Lona;
503300;Vissoie;S;Ayer, Vissoie;VS;13.0;45.0;1958;1958;46.20993463;7.58596274;im Normalbetrieb;La Navisence, T. du Moulin;
503350;Vissoie groupe auxiliaire;L;Ayer, Vissoie;VS;1.0;0.65;1958;1958;46.20993463;7.58596274;im Normalbetrieb;La Navisence;
503400;Navisence;S;Chippis;VS;11.5;50.0;1908;2014;46.28131438;7.54632458;im Normalbetrieb;La Navisence, Torrent de Fang;
503500;Croix;S;Croix / Ayent;VS;9.0;64.0;1957;1999;46.3081724;7.43409395;im Normalbetrieb;La Lienne, Lac de Zeuzier, Vatseret;
503600;Chamarin;L;Chamarin / Ayent;VS;0.3;0.9;1957;1957;46.31482904;7.43175657;im Normalbetrieb;La Lienne, Lac de Zeuzier;
503625;Centrale du Lac d'Igogne;L;Crans-Montana, R. Bourgeoisie;VS;0.65;1.05;2017;-1;46.30547231;7.45706902;im Bau;Torrent de l'Ertentse, Torrent du Bruellan;
503650;Centrale de turb. lac d'Icogne;L;Icogne;VS;0.5;2.0;2012;-1;46.30592359;7.43850742;im Normalbetrieb;Bruelan, Lac d'Icogne, L'Ertentse;
503700;St-Léonard;S;St-Léonard, Mangol;VS;10.5;34.0;1956;1998;46.26058561;7.44473286;im Normalbetrieb;La Lienne, Lac de Zeuzier, Vatseret;
503800;Beulet;L;St. Léonard;VS;0.65;0.72;1907;1990;46.26823065;7.42099631;im Normalbetrieb;La Lienne;
503900;Sauterot (Hérémence LYSA);L;Hérémence, Sauterot;VS;0.9;4.5;1977;1977;46.16999585;7.40652645;im Normalbetrieb;Dixence;
503950;Sauterôt (Hérémence FMdB);L;Hérémence;VS;6.0;0.6;2012;-1;46.17071585;7.40782083;im Normalbetrieb;La Borgne;
504300;La Dixence;S;Siviez, Cleuson;VS;0.0;0.0;1950;1950;46.11272848;7.32184034;im Normalbetrieb;La Printse, Lac de Cleuson, Tortin;
504325;La Zour;L;Savièse;VS;0.3;0.46;2004;2004;46.27449646;7.35288732;im Normalbetrieb;Source de la Dui, Source de Visse;
504335;Arbaz I (Comba Energies);L;Arbaz;VS;0.15;0.75;2010;-1;46.26821623;7.37883973;im Normalbetrieb;Source La Combe d'Arbaz;
504340;Arbaz II (Sionne Energie);L;Savièse;VS;0.15;0.58;2015;-1;46.24643753;7.3631747;im Normalbetrieb;Source La Combe d'Arbaz;
504350;Rochers;L;Savièse;VS;0.15;0.33;2001;2001;46.26334164;7.35251579;im Normalbetrieb;Source de la Dui, Source de Visse;
504375;Reserv. de Péteille, Vétroz;L;Vétroz, Péteille;VS;0.18;0.73;2015;-1;46.22691132;7.27324939;im Normalbetrieb;Source Motelon, Source Padouaire;
504400;Ardon;L;Ardon;VS;7.5;50.0;1960;1996;46.21672066;7.25656317;im Normalbetrieb;La Derbonne, La Lizerne, La Morge, Le Nétage;
504500;Balavaud;L;Balavaud / Ardon;VS;0.11;0.45;1971;1971;46.22094878;7.25667865;im Normalbetrieb;Sources de Motélon;
505110;2ème Palier Isérables, Riddes;L;Riddes;VS;0.12;0.65;2016;-1;46.16890542;7.22849687;im Normalbetrieb;Source Balavaux - Prarions, Source des Dzoras, Source Rosey inf., Source Rosey sup.;
505125;1er Palier Isérables c. Arcay;L;Isérables;VS;0.12;0.35;2005;2013;46.1609354;7.24885246;im Normalbetrieb;Source Balavaux - Prarions, Source des Dzoras, Source Rosey inf., Source Rosey sup., Sources de Tavé;
505150;Les Pontets, Com. de Riddes;L;Les Pontets, Riddes;VS;0.07;0.45;2014;-1;46.12972535;7.25154865;im Normalbetrieb;Lac des Vaux;
505175;Riddes (l'eau potable);L;Riddes, Pied du Mont;VS;0.06;0.31;1942;2009;46.16890518;7.2283674;im Normalbetrieb;Sources de Riddes;
505200;Chanrion;L;Fionnay, Mauvoisin;VS;10.0;28.0;1964;1964;45.99977177;7.35060729;im Normalbetrieb;Crête Sèche, Giétroz, Otemma, Torrent du Breney;
505300;Fionnay (Mauvoisin);S;Fionnay;VS;34.5;138.0;1958;1992;46.03040469;7.30793897;im Normalbetrieb;Drance de Bagnes, Grand Crêt, Lac de Mauvoisin, Petit Crêt, Severeu, Torrent Corbassière;
505400;Riddes;S;Riddes, Ecône;VS;28.75;225.0;1956;1992;46.15744361;7.20925303;im Normalbetrieb;Drance de Bagnes, Grand Crêt, Lac de Mauvoisin, Petit Crêt, Severeu, Torrent Corbassière;
505450;Turbinage Jora - Afforêts;L;Leytron;VS;0.07;0.49;2013;-1;46.19115743;7.19978504;im Normalbetrieb;Source de la Saille, Sources du Jorat;
505500;Fully;S;Fully;VS;0.46;5.0;1915;1959;46.14282612;7.11717085;stillgelegt;Lac de Fully;
505525;Fully les Verdan;L;Fully;VS;0.25;2.13;2017;-1;46.14282612;7.11717085;im Bau;Lac de Fully, Lac de Sorniot;
505550;Fully Les Garettes;L;Fully, Les Garettes;VS;0.25;0.87;2017;-1;46.15961346;7.10529148;im Bau;Lac de Fully, Lac de Sorniot;
505600;Fully;S;Lac-Devant, Sorniot;VS;0.0;0.0;1915;1960;46.16688476;7.10019761;im Normalbetrieb;Lac-Devant, Sorniot;
505700;Champsec;L;Champsec;VS;1.2;5.5;1930;1994;46.05712578;7.24805001;im Normalbetrieb;Drance de Bagnes, Torrent Lourtier, Torrent Louvie, Torrents Fregnolay;
505750;STEP Vallée Bagnes;L;Le Châble, Bagnes;VS;0.1;0.38;1993;2007;46.08276796;7.20310295;im Normalbetrieb;Eaux usées de la station de Verbier;
505760;Eaux des torrent de Verbier;L;Bagnes, Profray;VS;0.5;1.9;2017;-1;46.0831248;7.20167941;im Bau;Torrent de la Tintaz, Torrent de Verbier;
505775;Pas-du-Lein;L;Pas-du Lein;VS;0.2;0.45;1998;1998;46.1141712;7.16700897;im Normalbetrieb;Aqueduc Bagnes-Vollèges;
505780;Vollèges-Cries;L;Vollèges;VS;0.16;0.84;2009;2009;46.09350702;7.17784349;im Normalbetrieb;La Louvie;
505800;Hospitalet;L;L'Hospitalet;VS;1.02;1.4;1963;1963;45.88600419;7.18720296;im Normalbetrieb;La Dranse d'Entremont, Torrent de Drône;
505850;La Delise, Bourg-Saint-Pierre;L;Bourg-St-Pierre, La Delise;VS;1.5;2.0;2016;-1;45.94660929;7.21903368;im Normalbetrieb;Torrent d'Allèves, Torrent de la Croix;
505900;Pallazuit;S;Liddes;VS;10.0;32.0;1958;1958;45.98108999;7.18947592;im Normalbetrieb;La Dranse d'Entremont, Lac des Toules, Torrent d'Allèves, Torrent de la Croix, Torrent du Valsorey;
506000;Niollet 1;L;Le Niollet, Champex;VS;0.3;0.3;1947;2004;46.02193794;7.12136789;im Normalbetrieb;Lac de Champex, Torrent d'Arpettaz;
506050;Niollet 2;L;Orsières;VS;0.3;1.15;1996;1996;46.02118566;7.14242005;im Normalbetrieb;Bisse du Pettieu, Lac de Champex, Torrent Darbellay, Torrent d'Arpettaz;
506100;Orsières;L;Orsières;VS;8.0;24.0;1931;1958;46.02109537;7.14229141;im Normalbetrieb;La Dranse de Ferret, La Dranse d'Entremont, Reuse de Saleinaz, Torrent Darbellay;
506200;Orsières;L;Pt. de la Tsi / Liddes;VS;0.0;0.0;1943;1943;45.99508704;7.17379525;im Normalbetrieb;La Dranse d'Entremont;
506300;Sembrancher;L;Sembrancher, Les Moulins;VS;6.8;8.5;1929;1929;46.07915331;7.15671266;im Normalbetrieb;La Dranse de Ferret, La Dranse d'Entremont;
506400;Martigny-Bourg;L;Martigny-Bourg;VS;10.2;13.0;1908;1945;46.08831229;7.05905416;im Normalbetrieb;La Drance;
506500;Pont-Neuf;L;Martigny-Combe;VS;0.18;0.9;1981;1981;46.07318741;7.05541096;im Normalbetrieb;Sources du Marioty, Sources du Plan de l'Au;
506600;Trient;L;Le Châtelard;VS;1.6;1.0;1929;1995;46.0583411;6.96028269;im Normalbetrieb;Le Trient;
506850;Nant de Drance;U;Finhaut;VS;360.0;900.0;2018;-1;46.06608148;6.90128367;im Bau;La Veudale, Lac d'Emosson, Lac du Vieux Emosson, Nant de Drance;
506900;Emosson;S;Salvan, Alpage de Barberine;VS;0.0;0.0;1978;1978;46.08576996;6.91789666;im Normalbetrieb;Triège;
507100;Emosson;S;Vallorcine;;0.0;0.0;1978;1978;46.05082621;6.94897895;im Normalbetrieb;Drance de Ferret, Grand Jeur, Le Trient, Nant de Catogne, Reuse de l'A Neuve, Reuse de l'Amône;
507200;Vernayaz (CFF);S;Vernayaz;VS;17.4;92.0;1927;1990;46.1332103;7.03596871;im Normalbetrieb;Le Pesseux, Le Triège inférieur, l'Eau Noire, R.de Finhaut;
507250;Turbinage Salvan et Vernayaz;L;Vernayaz;VS;0.12;0.44;2013;-1;46.13383535;7.03467015;im Normalbetrieb;Source de la Dzintallaz, Source de la Revenasse, Source du Marcot, Torrent du Marcot;
507300;Emosson;S;Martigny;VS;35.0;170.0;1978;1978;46.10982077;7.06175007;im Normalbetrieb;Aveyron d'Argentière, Drance de Ferret, Eau Noire, La Barberine, Le Trient, Pecheux;
507400;Vernayaz (Pissevache);L;Vernayaz;VS;0.4;1.7;2016;-1;46.14406347;7.02721754;im Normalbetrieb;La Salanfe;
507500;Salanfe;S;Vernayaz, Miéville;VS;6.5;70.0;1950;2012;46.14640839;7.02888238;im Normalbetrieb;La Salanfe, Lac de Salanfe;
507600;Salanfe;S;Giétroz du Fond;VS;0.0;0.0;1965;1965;46.13966115;6.88166529;im Normalbetrieb;La Saufla;
507700;Salanfe;S;Clusanfe;VS;0.0;0.0;1950;1963;46.13500522;6.88611238;im Normalbetrieb;La Saufla;
507800;Aboyeu;L;Collonges;VS;0.46;3.2;1981;1981;46.18195941;7.03392509;im Normalbetrieb;Fontaine de Moïse, L'Aboyeu;
507850;La Rasse;L;Evionnaz, La Rasse;VS;0.2;0.72;1998;1998;46.18132839;7.00919383;im Normalbetrieb;Sources du Jorat;
507900;Lavey;L;Lavey;VD;220.0;70.0;1950;1990;46.21444674;7.01295;im Normalbetrieb;Le Rhône;
508000;La Peuffeyre;L;La Peuffeyre;VD;6.6;22.0;1927;2004;46.26598514;7.06170664;im Normalbetrieb;Aiguerosse, Ayerne, Genin, La Gryonne, L'Avançon d'Anzeindaz, L'Avançon de Nant;
508100;Sublin 1;L;Bex;VD;5.2;7.2;1898;1993;46.26510179;7.04018145;im Normalbetrieb;L'Avançon d'Anzeindaz, L'Avançon de Nant;
508200;Sublin 2;L;Bex;VD;0.16;2.61;1911;2013;46.26510179;7.04018145;im Normalbetrieb;Source de Solalex;
508300;Bevieux;L;Le Bevieux;VD;4.1;1.8;1943;1943;46.26038338;7.02880278;im Normalbetrieb;L'Avançon;
508400;Champéry Etrivouez;L;Etrivouez, Grand Paradis;VS;0.3;0.58;1901;1990;46.16176751;6.859172;im Normalbetrieb;Source de la Laitière, Torrent de Barme;
508450;Torrent de Soi;L;La Frassenaye, Val d'Jlliez;VS;0.37;0.85;2005;2005;46.1860351;6.89103507;im Normalbetrieb;Torrent de Soi;
508500;Monthey (Vièze);L;Monthey;VS;5.0;11.6;1910;1999;46.24926349;6.94719473;im Normalbetrieb;La Vièze, Vièze de Morgins;
508600;Monthey (Tine);L;Monthey, Les Nants;VS;1.5;9.4;1963;1994;46.24926349;6.94719473;im Normalbetrieb;Vièze de Morgins;
508650;Monthey (Commune);L;Monthey;VS;5.7;0.36;1992;1992;46.24961144;6.94446851;im Normalbetrieb;La Vièze, Vièze de Morgins;
508675;Châble II;L;Vionnaz, Beffeux;VS;0.08;0.42;2014;-1;46.30786542;6.8966885;im Normalbetrieb;Source Eusin, Source Les Infinives, Source Tzertzes;
508700;Diablerets;S;Les Diablerets, Le Plan;VD;1.75;5.2;1957;1957;46.35306468;7.15464234;im Normalbetrieb;Lac d'Arnon, Torrent du Plan, Tschärzisbach;
508800;Pont de la Tine;L;Ormont-Dessous, Le Pont;VD;2.5;5.3;1913;1991;46.34814743;7.04450904;im Normalbetrieb;Grande Eau;
508810;Pont de la Tine  Coussy-Loudze;L;Ormont - Dessous, Le Pont;VD;0.02;0.38;2013;-1;46.34742643;7.04412456;im Normalbetrieb;Source Coussy-Loudze;
508850;La Douve, Aigle;L;Aigle, En la Douve;VD;0.1;0.42;1989;2000;46.32780171;7.01530898;im Normalbetrieb;Eaux usées Leysin;
508900;Les Farettes;L;Fontanney, Les Farettes;VD;6.5;20.3;1906;1967;46.31725352;6.98604919;im Normalbetrieb;Grande Eau;
508950;Micro-centrale de Fontanney;L;Les Farettes, Aigle;VD;0.41;0.31;1997;1997;46.31706529;6.98397346;im Normalbetrieb;Réservoir d'Aigle, Torrent de Fontanney;
509000;Vouvry;S;Vouvry, Haut du Village;VS;0.92;7.5;1902;1953;46.33612847;6.88147082;im Normalbetrieb;Lac de Tanay;
509025;Croseau, Saint-Gingolph;L;Saint-Gingolph, Vignolles;VS;0.11;0.35;2009;-1;46.38772749;6.80580056;im Normalbetrieb;Source de Clarive, Source de la Tine;
509100;Hongrin-Léman;U;Veytaux, Chillon;VD;60.0;420.0;1972;2016;46.41021984;6.93169183;im Normalbetrieb;Eau Froide de l'Etivaz, Eau Froide de Roche, La Reverette, La Torneresse, Lac de l'Hongrin, Lac Léman;
509200;Sonzier;L;Montreux, Sonzier;VD;0.5;1.6;1901;1971;46.44032647;6.92516445;im Normalbetrieb;Source de la Torneresse, Source de l,Eau Froide;
509300;Taulan;L;Les Planches, Taulan;VD;0.68;1.2;1887;1996;46.43390892;6.91845939;im Normalbetrieb;Baye de Montreux;
509350;Rivaz (Le Forestay);L;Rivaz;VD;0.5;0.73;2014;-1;46.47464792;6.77770222;im Normalbetrieb;Le Forestay;
509400;Plan-Dessous;L;Aubonne;VD;10.7;7.85;1896;2001;46.49922071;6.38580163;im Normalbetrieb;L'Aubonne;
509425;La Petite Vaux;L;Lavigny;VD;10.0;3.19;2008;2008;46.48887135;6.40501944;im Normalbetrieb;L'Aubonne;
509500;Vessy;L;Veyrier, Iles de Vessy;GE;10.5;0.32;1867;2007;46.17907342;6.1702576;im Normalbetrieb;L'Arve;
509600;Verbois;L;Russin;GE;620.0;98.0;1943;1999;46.19141366;6.0273385;im Normalbetrieb;Le Rhône;https://upload.wikimedia.org/wikipedia/commons/c/c7/Turbine_du_Barrage_de_Verbois.jpg
509700;Chancy-Pougny;L;Avully / Chancy;GE;620.0;50.0;1925;2013;46.16044676;5.97647888;im Normalbetrieb;Le Rhône;
509750;Chancy-Pougny Dot. passe pois.;L;Challex;;4.5;0.48;2013;-1;46.15933729;5.97417808;im Normalbetrieb;Le Rhône;
509800;La Rançonnière;L;Les Brenets, La Rançonnière;NE;2.0;1.3;1890;1984;47.05297067;6.71595551;im Normalbetrieb;Bied du Locle;
509850;Am. de dotation du Châtelot;L;Les Planchettes;NE;2.0;0.95;2005;2005;47.10145119;6.74441513;im Normalbetrieb;Le Doubs;
509900;Le Châtelot;L;Les Planchettes;NE;44.0;30.0;1953;1953;47.12096551;6.77394506;im Normalbetrieb;Le Doubs;
510000;Refrain;L;Echelles de la Mort;;23.0;11.0;1909;1956;47.18769971;6.87313095;im Normalbetrieb;Le Doubs;
510100;La Goule;L;Le Noirmont;JU;22.0;5.0;1894;1958;47.22870545;6.9285527;im Normalbetrieb;Le Doubs;
600025;Ossasco;L;Bedretto, Ossasco;TI;0.7;1.27;2012;2012;46.51263101;8.53838429;im Normalbetrieb;Rii di Cristallina;
600050;Sella;S;Motti della Bolla;TI;2.0;1.85;1991;1991;46.55245826;8.58666146;im Normalbetrieb;Laghetti dell'Ovio, Lago Sella;
600100;Lucendro;S;Airolo;TI;7.0;58.0;1947;1947;46.52634613;8.59770855;im Normalbetrieb;Laghetti dell'Ovio, Laghetti S.Gottardo, Lago della Sella, Lago di Lucendro, R. Fibbia, R. Fortunei;
600200;Lucendro;S;Cap.dei Morti;TI;0.0;0.0;1947;1947;46.55233356;8.57218367;im Normalbetrieb;Foss, Sella;
600300;Calcaccia;L;Airolo, Launc;TI;0.9;3.3;1922;1988;46.51948673;8.63457504;im Normalbetrieb;Calcaccia, Sorgenti Private;
600400;Ritom;S;Piotta;TI;6.6;44.0;1920;1958;46.51725147;8.67531711;im Normalbetrieb;Garegna, Lago Cadagno, Lago Ritom, Reno di Medel, Unteralpreuss;
600500;Stalvedro (AET);L;Piotta;TI;11.5;13.0;1968;1968;46.51740582;8.67766648;im Normalbetrieb;R. Val Canaria, Ticino;
600600;Tremorgio;S;Rodi-Fiesso;TI;1.6;10.0;1925;1925;46.49020631;8.73670377;im Normalbetrieb;Lago Tremorgio, Torr. Lagasca;
600650;Ri di Foch 2 Prato (Leventina);L; Prato Leventina, P. di Masc.;TI;0.07;0.31;2008;-1;46.48018551;8.74753392;im Normalbetrieb;Ri di Foch;
600700;Ceresa 1;L;Faido;TI;0.3;1.8;1950;1950;46.48564949;8.7880437;im Normalbetrieb;Riale Ceresa;
600750;Piumogna, Dalpe;L;Dalpe;TI;1.65;1.0;2000;2000;46.46655878;8.76660542;im Normalbetrieb;Piumogna;
600800;Piottino;L;Lavorgo, Nivo di Chironico;TI;24.0;60.0;1932;1958;46.43832623;8.83996284;im Normalbetrieb;Ticino;
600900;Ticinetto;L;Chironico;TI;2.0;2.8;1907;1998;46.41956964;8.85066652;im Normalbetrieb;Fim, Ticinetto, Val Chironico;
601000;Nuova Biaschina;L;Personico;TI;54.0;135.0;1966;1974;46.36494703;8.92878484;im Normalbetrieb;Ticino;
601100;Luzzone;L;Ghirone;TI;11.6;19.0;1963;1963;46.5652516;8.96078242;im Normalbetrieb;Brenno, Carassina, Lareccio;
601200;Olivone;S;Olivone;TI;20.0;96.0;1962;1962;46.53967501;8.94911072;im Normalbetrieb;Brenno, Lago di Luzzone;
601300;Biasca;S;Biasca;TI;55.0;324.0;1959;2007;46.33498469;8.98264901;im Normalbetrieb;Brenno di Lucomagno, Leggiuna, Nala, Orino, Sosto;
601400;Spina (Isola);S;Mesocco, Spina;GR;6.0;20.0;1962;1962;46.43113113;9.20699748;im Normalbetrieb;Lago d'Isola, Moesa;
601500;Spina (Valbella);L;Mesocco, Spina;GR;5.0;4.0;1963;1963;46.43113113;9.20699748;im Normalbetrieb;Calancasca;
601550;Mesocco (Nan Ros);L;Mesocco, Camou;GR;0.09;0.35;2010;2010;46.41963223;9.23446546;im Normalbetrieb;Riale Nan Ros;
601600;Soazza;L;Soazza;GR;14.0;80.0;1961;1961;46.34242109;9.2121647;im Normalbetrieb;Accumulazione di Isola, Moesa;
601700;Lostallo;L;Lostallo, Rura;GR;4.0;24.2;1958;1958;46.32195495;9.20902918;im Normalbetrieb;Riale Val d'Arbola, Riale Val Forcola, Riale Val Montogn;
601800;Tecnicama;L;Piani di Verdabbio;GR;3.5;0.3;1957;1987;46.28515299;9.17421708;im Normalbetrieb;Moesa;
601900;Grono;L;Grono, Oltra;GR;6.6;36.25;1965;1965;46.24200952;9.15351901;im Normalbetrieb;Riale Val Albionasca, Riale Val Cama, Riale Val Grono, Riale Val Lanès, Riale Val Leggia, Riale Val Roggiasca;
602000;Calancasca;L;Roveredo;GR;6.0;20.0;1951;1951;46.23920532;9.11854885;im Normalbetrieb;Calancasca;
602050;Madonna degli Angeli;L;Giubiasco;TI;0.05;0.31;2017;-1;46.17599652;9.02205121;im Bau;Quelle Madonna degli Angeli;
602100;Morobbia;L;Giubiasco;TI;5.0;15.0;1903;1970;46.16806099;9.01689974;im Normalbetrieb;Morobbia, R. Carmena, R. Melirolo, Valmaggina;
602200;Verzasca (Gordola);S;Gordola;TI;50.0;105.0;1965;1965;46.19421314;8.84910156;im Normalbetrieb;Lago di Vogorno, Verzasca;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Contra-Staumauer.jpg/1024px-Contra-Staumauer.jpg
602300;Verzasca (Tenero);L;Tenero;TI;2.0;4.4;1972;1972;46.18165471;8.85330998;im Normalbetrieb;Verzasca;
602400;Sambuco-Peccia;U;Piano di Peccia;TI;14.5;44.0;1955;1955;46.41563655;8.61147365;im Normalbetrieb;Lago di Sambuco, Maggia, Riale di Peccia;
602450;Corgello-Peccia;L;Piano di Peccia;TI;3.8;0.96;1991;1991;46.41563655;8.61147365;im Normalbetrieb;Maggia, Presa Corgello;
602500;Robiei;U;Robiei;TI;49.0;165.0;1968;2016;46.44498924;8.50890096;im Normalbetrieb;Lago di Cavagnoli, Lago di Naret, Lago Sfundau, Laiozza, Vallegia;
602675;Kraftwerk Tomè;L;Broglio, Corsgèla in Lavizarra;TI;0.26;2.2;2016;-1;46.38095693;8.66649307;im Normalbetrieb;Lago di Tomè;
602700;Cavergno;S;Cavergno;TI;26.0;104.0;1955;1955;46.35363588;8.59532319;im Normalbetrieb;Bavona, Maggia, Riale di Peccia;
602800;Verbano 1;S;Brissago;TI;44.0;96.0;1953;1953;46.13182053;8.71678828;im Normalbetrieb;Bavona, Isorno, Maggia, Melezza, Palagnedra (Bacino di Comp.), Rovana;
602900;Verbano 2;S;Brissago;TI;25.0;50.0;1973;1973;46.13217298;8.71744356;im Normalbetrieb;Bavona, Isorno, Maggia, Melezza, Palagnedra (Bacino di Comp.), Rovana;
602950;Campo Vallemaggia;L;Campo Vallemaggia;TI;0.86;1.22;2002;2002;46.285305;8.50861427;im Normalbetrieb;Rovana;
602975;Cerentino;L;Cerentino, Collinasca;TI;0.65;1.34;2004;2004;46.30657197;8.55161234;im Normalbetrieb;Rovana di Bosco;
603000;Giumaglio;L;Someo, Giumaglio;TI;2.8;8.7;1967;1967;46.28240795;8.66971878;im Normalbetrieb;Brusada, Coglio, Foo, Giumaglio, Salto;
603050;Galleria Cavergno-Palagnedra;L;Palagnedra;TI;25.0;2.85;2018;-1;46.16085608;8.62839195;im Bau;Bavona, Isorno, Maggia, Riale di Peccia, Rovana;
603100;Ponte Brolla;L;Tegna, Ponte Brolla;TI;10.0;3.0;1904;1958;46.18558611;8.75120943;im Normalbetrieb;Maggia;
603200;Cassarate - Franscinone;L;Sonvico;TI;2.0;3.6;1926;1991;46.0479909;8.9746672;im Normalbetrieb;Cassarate, Franscinone;
